frame_id,kp_name,kp_index,x_2d,y_2d
454,left_elbow,7,NaN,NaN
454,right_elbow,8,NaN,NaN
454,left_wrist,9,NaN,NaN
454,right_wrist,10,NaN,NaN
454,left_hip,11,NaN,NaN
454,right_hip,12,NaN,NaN
454,left_knee,13,NaN,NaN
454,right_knee,14,NaN,NaN
454,left_ankle,15,NaN,NaN
454,right_ankle,16,NaN,NaN
455,nose,0,482.40384,87.414215
455,left_eye,1,587.523,0.0
455,right_eye,2,380.99814,0.0
455,left_ear,3,746.34326,63.879272
455,right_ear,4,NaN,NaN
455,left_shoulder,5,1079.3848,583.26624
455,right_shoulder,6,63.222717,621.34436
455,left_elbow,7,NaN,NaN
455,right_elbow,8,NaN,NaN
455,left_wrist,9,NaN,NaN
455,right_wrist,10,NaN,NaN
455,left_hip,11,NaN,NaN
455,right_hip,12,NaN,NaN
455,left_knee,13,NaN,NaN
455,right_knee,14,NaN,NaN
455,left_ankle,15,NaN,NaN
455,right_ankle,16,NaN,NaN
456,nose,0,484.515,88.52457
456,left_eye,1,588.4473,0.0
456,right_eye,2,382.21307,0.0
456,left_ear,3,744.8407,64.29443
456,right_ear,4,NaN,NaN
456,left_shoulder,5,1078.0809,584.4062
456,right_shoulder,6,65.42993,623.22345
456,left_elbow,7,NaN,NaN
456,right_elbow,8,NaN,NaN
456,left_wrist,9,NaN,NaN
456,right_wrist,10,NaN,NaN
456,left_hip,11,NaN,NaN
456,right_hip,12,NaN,NaN
456,left_knee,13,NaN,NaN
456,right_knee,14,NaN,NaN
456,left_ankle,15,NaN,NaN
456,right_ankle,16,NaN,NaN
457,nose,0,485.31638,89.070435
457,left_eye,1,588.91046,0.0
457,right_eye,2,382.19922,0.0
457,left_ear,3,743.7114,66.13748
457,right_ear,4,NaN,NaN
457,left_shoulder,5,1077.5696,587.95636
457,right_shoulder,6,62.829346,625.8204
457,left_elbow,7,NaN,NaN
457,right_elbow,8,NaN,NaN
457,left_wrist,9,NaN,NaN
457,right_wrist,10,NaN,NaN
457,left_hip,11,NaN,NaN
457,right_hip,12,NaN,NaN
457,left_knee,13,NaN,NaN
457,right_knee,14,NaN,NaN
457,left_ankle,15,NaN,NaN
457,right_ankle,16,NaN,NaN
458,nose,0,484.64853,89.08533
458,left_eye,1,587.0016,0.0
458,right_eye,2,381.16418,0.0
458,left_ear,3,740.0699,66.531494
458,right_ear,4,NaN,NaN
458,left_shoulder,5,1074.4033,582.8441
458,right_shoulder,6,59.255432,619.84344
458,left_elbow,7,NaN,NaN
458,right_elbow,8,NaN,NaN
458,left_wrist,9,NaN,NaN
458,right_wrist,10,NaN,NaN
458,left_hip,11,NaN,NaN
458,right_hip,12,NaN,NaN
458,left_knee,13,NaN,NaN
458,right_knee,14,NaN,NaN
458,left_ankle,15,NaN,NaN
458,right_ankle,16,NaN,NaN
459,nose,0,484.64703,87.43771
459,left_eye,1,586.5626,0.0
459,right_eye,2,381.16098,0.0
459,left_ear,3,738.7159,68.339264
459,right_ear,4,NaN,NaN
459,left_shoulder,5,1069.6536,581.92914
459,right_shoulder,6,60.841675,619.9496
459,left_elbow,7,NaN,NaN
459,right_elbow,8,NaN,NaN
459,left_wrist,9,NaN,NaN
459,right_wrist,10,NaN,NaN
459,left_hip,11,NaN,NaN
459,right_hip,12,NaN,NaN
459,left_knee,13,NaN,NaN
459,right_knee,14,NaN,NaN
459,left_ankle,15,NaN,NaN
459,right_ankle,16,NaN,NaN
460,nose,0,483.05023,86.674194
460,left_eye,1,584.97205,0.0
460,right_eye,2,380.57083,0.0
460,left_ear,3,737.7944,69.032135
460,right_ear,4,NaN,NaN
460,left_shoulder,5,1067.3744,582.39594
460,right_shoulder,6,62.71582,621.4742
460,left_elbow,7,NaN,NaN
460,right_elbow,8,NaN,NaN
460,left_wrist,9,NaN,NaN
460,right_wrist,10,NaN,NaN
460,left_hip,11,NaN,NaN
460,right_hip,12,NaN,NaN
460,left_knee,13,NaN,NaN
460,right_knee,14,NaN,NaN
460,left_ankle,15,NaN,NaN
460,right_ankle,16,NaN,NaN
461,nose,0,483.7085,86.14627
461,left_eye,1,585.9591,0.0
461,right_eye,2,381.62628,0.0
461,left_ear,3,738.7743,71.084045
461,right_ear,4,NaN,NaN
461,left_shoulder,5,1066.6198,583.1139
461,right_shoulder,6,63.699097,622.04584
461,left_elbow,7,NaN,NaN
461,right_elbow,8,NaN,NaN
461,left_wrist,9,NaN,NaN
461,right_wrist,10,NaN,NaN
461,left_hip,11,NaN,NaN
461,right_hip,12,NaN,NaN
461,left_knee,13,NaN,NaN
461,right_knee,14,NaN,NaN
461,left_ankle,15,NaN,NaN
461,right_ankle,16,NaN,NaN
462,nose,0,482.94537,84.50189
462,left_eye,1,582.99023,0.0
462,right_eye,2,383.30176,0.0
462,left_ear,3,733.8096,72.884125
462,right_ear,4,NaN,NaN
462,left_shoulder,5,1063.5146,578.6425
462,right_shoulder,6,70.56793,618.5058
462,left_elbow,7,NaN,NaN
462,right_elbow,8,NaN,NaN
462,left_wrist,9,NaN,NaN
462,right_wrist,10,NaN,NaN
462,left_hip,11,NaN,NaN
462,right_hip,12,NaN,NaN
462,left_knee,13,NaN,NaN
462,right_knee,14,NaN,NaN
462,left_ankle,15,NaN,NaN
462,right_ankle,16,NaN,NaN
463,nose,0,481.64972,83.89191
463,left_eye,1,583.4026,0.0
463,right_eye,2,383.8712,0.0
463,left_ear,3,735.25775,73.496
463,right_ear,4,NaN,NaN
463,left_shoulder,5,1063.2997,579.6183
463,right_shoulder,6,68.453125,614.2711
463,left_elbow,7,NaN,NaN
463,right_elbow,8,NaN,NaN
463,left_wrist,9,NaN,NaN
463,right_wrist,10,NaN,NaN
463,left_hip,11,NaN,NaN
463,right_hip,12,NaN,NaN
463,left_knee,13,NaN,NaN
463,right_knee,14,NaN,NaN
463,left_ankle,15,NaN,NaN
463,right_ankle,16,NaN,NaN
464,nose,0,483.9269,81.47067
464,left_eye,1,585.13635,0.0
464,right_eye,2,386.0265,0.0
464,left_ear,3,737.4202,69.727264
464,right_ear,4,NaN,NaN
464,left_shoulder,5,1068.4731,580.43414
464,right_shoulder,6,69.49524,617.1414
464,left_elbow,7,NaN,NaN
464,right_elbow,8,NaN,NaN
464,left_wrist,9,NaN,NaN
464,right_wrist,10,NaN,NaN
464,left_hip,11,NaN,NaN
464,right_hip,12,NaN,NaN
464,left_knee,13,NaN,NaN
464,right_knee,14,NaN,NaN
464,left_ankle,15,NaN,NaN
464,right_ankle,16,NaN,NaN
465,nose,0,486.28577,80.10901
465,left_eye,1,587.0604,0.0
465,right_eye,2,NaN,NaN
465,left_ear,3,737.62915,68.663605
465,right_ear,4,NaN,NaN
465,left_shoulder,5,1070.0193,581.0411
465,right_shoulder,6,71.86627,615.33276
465,left_elbow,7,NaN,NaN
465,right_elbow,8,NaN,NaN
465,left_wrist,9,NaN,NaN
465,right_wrist,10,NaN,NaN
465,left_hip,11,NaN,NaN
465,right_hip,12,NaN,NaN
465,left_knee,13,NaN,NaN
465,right_knee,14,NaN,NaN
465,left_ankle,15,NaN,NaN
465,right_ankle,16,NaN,NaN
466,nose,0,486.6362,77.78372
466,left_eye,1,587.7102,0.0
466,right_eye,2,NaN,NaN
466,left_ear,3,738.9944,67.8739
466,right_ear,4,NaN,NaN
466,left_shoulder,5,1073.2944,581.8302
466,right_shoulder,6,72.79425,616.0781
466,left_elbow,7,NaN,NaN
466,right_elbow,8,NaN,NaN
466,left_wrist,9,NaN,NaN
466,right_wrist,10,NaN,NaN
466,left_hip,11,NaN,NaN
466,right_hip,12,NaN,NaN
466,left_knee,13,NaN,NaN
466,right_knee,14,NaN,NaN
466,left_ankle,15,NaN,NaN
466,right_ankle,16,NaN,NaN
467,nose,0,486.52643,75.55585
467,left_eye,1,586.5329,0.0
467,right_eye,2,NaN,NaN
467,left_ear,3,736.06494,67.03708
467,right_ear,4,NaN,NaN
467,left_shoulder,5,1072.5641,579.34674
467,right_shoulder,6,71.9223,613.5876
467,left_elbow,7,NaN,NaN
467,right_elbow,8,NaN,NaN
467,left_wrist,9,NaN,NaN
467,right_wrist,10,NaN,NaN
467,left_hip,11,NaN,NaN
467,right_hip,12,NaN,NaN
467,left_knee,13,NaN,NaN
467,right_knee,14,NaN,NaN
467,left_ankle,15,NaN,NaN
467,right_ankle,16,NaN,NaN
468,nose,0,486.2621,77.15057
468,left_eye,1,586.80176,0.0
468,right_eye,2,NaN,NaN
468,left_ear,3,737.97437,69.17105
468,right_ear,4,NaN,NaN
468,left_shoulder,5,1077.3179,583.65375
468,right_shoulder,6,72.68829,616.1214
468,left_elbow,7,NaN,NaN
468,right_elbow,8,NaN,NaN
468,left_wrist,9,NaN,NaN
468,right_wrist,10,NaN,NaN
468,left_hip,11,NaN,NaN
468,right_hip,12,NaN,NaN
468,left_knee,13,NaN,NaN
468,right_knee,14,NaN,NaN
468,left_ankle,15,NaN,NaN
468,right_ankle,16,NaN,NaN
469,nose,0,486.01434,74.60312
469,left_eye,1,585.2383,0.0
469,right_eye,2,NaN,NaN
469,left_ear,3,733.76996,69.71274
469,right_ear,4,NaN,NaN
469,left_shoulder,5,1073.4943,580.7626
469,right_shoulder,6,75.8479,613.06055
469,left_elbow,7,NaN,NaN
469,right_elbow,8,NaN,NaN
469,left_wrist,9,NaN,NaN
469,right_wrist,10,NaN,NaN
469,left_hip,11,NaN,NaN
469,right_hip,12,NaN,NaN
469,left_knee,13,NaN,NaN
469,right_knee,14,NaN,NaN
469,left_ankle,15,NaN,NaN
469,right_ankle,16,NaN,NaN
470,nose,0,490.40906,74.80655
470,left_eye,1,589.825,0.0
470,right_eye,2,NaN,NaN
470,left_ear,3,737.9029,69.30228
470,right_ear,4,NaN,NaN
470,left_shoulder,5,1075.7415,581.10394
470,right_shoulder,6,77.63751,613.33875
470,left_elbow,7,NaN,NaN
470,right_elbow,8,NaN,NaN
470,left_wrist,9,NaN,NaN
470,right_wrist,10,NaN,NaN
470,left_hip,11,NaN,NaN
470,right_hip,12,NaN,NaN
470,left_knee,13,NaN,NaN
470,right_knee,14,NaN,NaN
470,left_ankle,15,NaN,NaN
470,right_ankle,16,NaN,NaN
471,nose,0,487.3224,98.151855
471,left_eye,1,585.2953,0.0
471,right_eye,2,NaN,NaN
471,left_ear,3,728.3364,71.45868
471,right_ear,4,NaN,NaN
471,left_shoulder,5,1061.3262,582.8354
471,right_shoulder,6,80.57977,622.19244
471,left_elbow,7,NaN,NaN
471,right_elbow,8,NaN,NaN
471,left_wrist,9,NaN,NaN
471,right_wrist,10,NaN,NaN
471,left_hip,11,NaN,NaN
471,right_hip,12,NaN,NaN
471,left_knee,13,NaN,NaN
471,right_knee,14,NaN,NaN
471,left_ankle,15,NaN,NaN
471,right_ankle,16,NaN,NaN
472,nose,0,488.90823,69.70172
472,left_eye,1,586.66925,0.0
472,right_eye,2,NaN,NaN
472,left_ear,3,733.0913,65.92035
472,right_ear,4,NaN,NaN
472,left_shoulder,5,1079.6042,576.7118
472,right_shoulder,6,74.710266,610.76807
472,left_elbow,7,NaN,NaN
472,right_elbow,8,NaN,NaN
472,left_wrist,9,NaN,NaN
472,right_wrist,10,NaN,NaN
472,left_hip,11,NaN,NaN
472,right_hip,12,NaN,NaN
472,left_knee,13,NaN,NaN
472,right_knee,14,NaN,NaN
472,left_ankle,15,NaN,NaN
472,right_ankle,16,NaN,NaN
473,nose,0,487.58264,102.09265
473,left_eye,1,584.88306,0.0
473,right_eye,2,NaN,NaN
473,left_ear,3,727.25226,77.3689
473,right_ear,4,NaN,NaN
473,left_shoulder,5,1060.0054,582.5146
473,right_shoulder,6,81.73773,623.6952
473,left_elbow,7,NaN,NaN
473,right_elbow,8,NaN,NaN
473,left_wrist,9,NaN,NaN
473,right_wrist,10,NaN,NaN
473,left_hip,11,NaN,NaN
473,right_hip,12,NaN,NaN
473,left_knee,13,NaN,NaN
473,right_knee,14,NaN,NaN
473,left_ankle,15,NaN,NaN
473,right_ankle,16,NaN,NaN
474,nose,0,490.86493,66.432495
474,left_eye,1,586.3784,0.0
474,right_eye,2,NaN,NaN
474,left_ear,3,728.20325,64.89105
474,right_ear,4,NaN,NaN
474,left_shoulder,5,1076.811,577.0967
474,right_shoulder,6,72.8595,611.2772
474,left_elbow,7,NaN,NaN
474,right_elbow,8,NaN,NaN
474,left_wrist,9,NaN,NaN
474,right_wrist,10,NaN,NaN
474,left_hip,11,NaN,NaN
474,right_hip,12,NaN,NaN
474,left_knee,13,NaN,NaN
474,right_knee,14,NaN,NaN
474,left_ankle,15,NaN,NaN
474,right_ankle,16,NaN,NaN
475,nose,0,489.0827,68.28049
475,left_eye,1,586.6731,0.0
475,right_eye,2,NaN,NaN
475,left_ear,3,731.22424,61.59076
475,right_ear,4,NaN,NaN
475,left_shoulder,5,1081.6525,583.358
475,right_shoulder,6,59.792603,619.0726
475,left_elbow,7,NaN,NaN
475,right_elbow,8,NaN,NaN
475,left_wrist,9,NaN,NaN
475,right_wrist,10,NaN,NaN
475,left_hip,11,NaN,NaN
475,right_hip,12,NaN,NaN
475,left_knee,13,NaN,NaN
475,right_knee,14,NaN,NaN
475,left_ankle,15,NaN,NaN
475,right_ankle,16,NaN,NaN
476,nose,0,491.47415,68.771515
476,left_eye,1,588.4911,0.0
476,right_eye,2,NaN,NaN
476,left_ear,3,730.4042,55.238342
476,right_ear,4,NaN,NaN
476,left_shoulder,5,1077.7937,567.49445
476,right_shoulder,6,62.19757,602.9421
476,left_elbow,7,NaN,NaN
476,right_elbow,8,NaN,NaN
476,left_wrist,9,NaN,NaN
476,right_wrist,10,NaN,NaN
476,left_hip,11,NaN,NaN
476,right_hip,12,NaN,NaN
476,left_knee,13,NaN,NaN
476,right_knee,14,NaN,NaN
476,left_ankle,15,NaN,NaN
476,right_ankle,16,NaN,NaN
477,nose,0,485.28143,68.35861
477,left_eye,1,583.4265,0.0
477,right_eye,2,NaN,NaN
477,left_ear,3,728.40857,57.41638
477,right_ear,4,NaN,NaN
477,left_shoulder,5,1072.9686,567.9765
477,right_shoulder,6,62.122498,604.2484
477,left_elbow,7,NaN,NaN
477,right_elbow,8,NaN,NaN
477,left_wrist,9,NaN,NaN
477,right_wrist,10,NaN,NaN
477,left_hip,11,NaN,NaN
477,right_hip,12,NaN,NaN
477,left_knee,13,NaN,NaN
477,right_knee,14,NaN,NaN
477,left_ankle,15,NaN,NaN
477,right_ankle,16,NaN,NaN
478,nose,0,NaN,NaN
478,left_eye,1,581.2352,0.0
478,right_eye,2,NaN,NaN
478,left_ear,3,727.62286,71.164276
478,right_ear,4,NaN,NaN
478,left_shoulder,5,1080.1086,590.68726
478,right_shoulder,6,61.904358,632.0896
478,left_elbow,7,NaN,NaN
478,right_elbow,8,NaN,NaN
478,left_wrist,9,NaN,NaN
478,right_wrist,10,NaN,NaN
478,left_hip,11,NaN,NaN
478,right_hip,12,NaN,NaN
478,left_knee,13,NaN,NaN
478,right_knee,14,NaN,NaN
478,left_ankle,15,NaN,NaN
478,right_ankle,16,NaN,NaN
479,nose,0,NaN,NaN
479,left_eye,1,582.64325,0.0
479,right_eye,2,NaN,NaN
479,left_ear,3,730.16376,83.86987
479,right_ear,4,NaN,NaN
479,left_shoulder,5,1084.07,604.6003
479,right_shoulder,6,75.62036,641.4124
479,left_elbow,7,NaN,NaN
479,right_elbow,8,NaN,NaN
479,left_wrist,9,NaN,NaN
479,right_wrist,10,NaN,NaN
479,left_hip,11,NaN,NaN
479,right_hip,12,NaN,NaN
479,left_knee,13,NaN,NaN
479,right_knee,14,NaN,NaN
479,left_ankle,15,NaN,NaN
479,right_ankle,16,NaN,NaN
480,nose,0,506.03473,85.216034
480,left_eye,1,608.84656,0.0
480,right_eye,2,NaN,NaN
480,left_ear,3,768.01654,73.79944
480,right_ear,4,NaN,NaN
480,left_shoulder,5,1114.4274,631.6163
480,right_shoulder,6,74.063354,665.4156
480,left_elbow,7,NaN,NaN
480,right_elbow,8,NaN,NaN
480,left_wrist,9,NaN,NaN
480,right_wrist,10,NaN,NaN
480,left_hip,11,NaN,NaN
480,right_hip,12,NaN,NaN
480,left_knee,13,NaN,NaN
480,right_knee,14,NaN,NaN
480,left_ankle,15,NaN,NaN
480,right_ankle,16,NaN,NaN
481,nose,0,510.1682,85.959625
481,left_eye,1,613.26996,0.0
481,right_eye,2,410.93524,0.0
481,left_ear,3,773.90454,77.96481
481,right_ear,4,NaN,NaN
481,left_shoulder,5,1113.6744,628.06024
481,right_shoulder,6,84.68158,665.6057
481,left_elbow,7,NaN,NaN
481,right_elbow,8,NaN,NaN
481,left_wrist,9,NaN,NaN
481,right_wrist,10,NaN,NaN
481,left_hip,11,NaN,NaN
481,right_hip,12,NaN,NaN
481,left_knee,13,NaN,NaN
481,right_knee,14,NaN,NaN
481,left_ankle,15,NaN,NaN
481,right_ankle,16,NaN,NaN
482,nose,0,515.0206,90.204895
482,left_eye,1,617.1859,0.0
482,right_eye,2,415.3192,0.0
482,left_ear,3,775.89886,79.623474
482,right_ear,4,NaN,NaN
482,left_shoulder,5,1112.5802,629.8394
482,right_shoulder,6,88.80328,667.3035
482,left_elbow,7,NaN,NaN
482,right_elbow,8,NaN,NaN
482,left_wrist,9,NaN,NaN
482,right_wrist,10,NaN,NaN
482,left_hip,11,NaN,NaN
482,right_hip,12,NaN,NaN
482,left_knee,13,NaN,NaN
482,right_knee,14,NaN,NaN
482,left_ankle,15,NaN,NaN
482,right_ankle,16,NaN,NaN
483,nose,0,511.54413,93.20758
483,left_eye,1,611.92523,0.0
483,right_eye,2,410.8335,0.0
483,left_ear,3,768.4535,86.597534
483,right_ear,4,NaN,NaN
483,left_shoulder,5,1113.0212,639.60535
483,right_shoulder,6,75.42993,685.7612
483,left_elbow,7,NaN,NaN
483,right_elbow,8,NaN,NaN
483,left_wrist,9,NaN,NaN
483,right_wrist,10,NaN,NaN
483,left_hip,11,NaN,NaN
483,right_hip,12,NaN,NaN
483,left_knee,13,NaN,NaN
483,right_knee,14,NaN,NaN
483,left_ankle,15,NaN,NaN
483,right_ankle,16,NaN,NaN
484,nose,0,515.28613,99.973114
484,left_eye,1,618.2038,0.0
484,right_eye,2,409.52155,0.0
484,left_ear,3,778.2321,79.794525
484,right_ear,4,NaN,NaN
484,left_shoulder,5,1119.0049,662.4856
484,right_shoulder,6,74.29999,701.49396
484,left_elbow,7,NaN,NaN
484,right_elbow,8,NaN,NaN
484,left_wrist,9,NaN,NaN
484,right_wrist,10,NaN,NaN
484,left_hip,11,NaN,NaN
484,right_hip,12,NaN,NaN
484,left_knee,13,NaN,NaN
484,right_knee,14,NaN,NaN
484,left_ankle,15,NaN,NaN
484,right_ankle,16,NaN,NaN
485,nose,0,521.1861,107.72992
485,left_eye,1,628.2273,0.0
485,right_eye,2,414.75595,0.0
485,left_ear,3,794.0371,89.49344
485,right_ear,4,NaN,NaN
485,left_shoulder,5,1122.0479,676.11743
485,right_shoulder,6,74.27814,713.76996
485,left_elbow,7,NaN,NaN
485,right_elbow,8,NaN,NaN
485,left_wrist,9,NaN,NaN
485,right_wrist,10,NaN,NaN
485,left_hip,11,NaN,NaN
485,right_hip,12,NaN,NaN
485,left_knee,13,NaN,NaN
485,right_knee,14,NaN,NaN
485,left_ankle,15,NaN,NaN
485,right_ankle,16,NaN,NaN
486,nose,0,522.8623,120.79611
486,left_eye,1,630.81635,7.720093
486,right_eye,2,421.02148,8.899353
486,left_ear,3,794.3653,114.183624
486,right_ear,4,NaN,NaN
486,left_shoulder,5,1116.8611,689.7258
486,right_shoulder,6,76.65851,720.5364
486,left_elbow,7,NaN,NaN
486,right_elbow,8,NaN,NaN
486,left_wrist,9,NaN,NaN
486,right_wrist,10,NaN,NaN
486,left_hip,11,NaN,NaN
486,right_hip,12,NaN,NaN
486,left_knee,13,NaN,NaN
486,right_knee,14,NaN,NaN
486,left_ankle,15,NaN,NaN
486,right_ankle,16,NaN,NaN
487,nose,0,537.686,159.83578
487,left_eye,1,641.519,49.441162
487,right_eye,2,428.38904,51.49243
487,left_ear,3,795.92126,151.27908
487,right_ear,4,287.46884,161.24292
487,left_shoulder,5,1109.9749,704.5843
487,right_shoulder,6,75.24591,741.80133
487,left_elbow,7,NaN,NaN
487,right_elbow,8,NaN,NaN
487,left_wrist,9,NaN,NaN
487,right_wrist,10,NaN,NaN
487,left_hip,11,NaN,NaN
487,right_hip,12,NaN,NaN
487,left_knee,13,NaN,NaN
487,right_knee,14,NaN,NaN
487,left_ankle,15,NaN,NaN
487,right_ankle,16,NaN,NaN
488,nose,0,535.14087,161.47046
488,left_eye,1,641.04156,52.729126
488,right_eye,2,428.8797,53.158997
488,left_ear,3,798.4514,155.38434
488,right_ear,4,291.54425,160.04498
488,left_shoulder,5,1110.7612,709.37854
488,right_shoulder,6,77.14484,741.39575
488,left_elbow,7,NaN,NaN
488,right_elbow,8,NaN,NaN
488,left_wrist,9,NaN,NaN
488,right_wrist,10,NaN,NaN
488,left_hip,11,NaN,NaN
488,right_hip,12,NaN,NaN
488,left_knee,13,NaN,NaN
488,right_knee,14,NaN,NaN
488,left_ankle,15,NaN,NaN
488,right_ankle,16,NaN,NaN
489,nose,0,534.47235,164.36218
489,left_eye,1,641.09094,52.80652
489,right_eye,2,426.3825,53.37915
489,left_ear,3,798.58527,154.4797
489,right_ear,4,287.0193,159.75739
489,left_shoulder,5,1109.4797,714.0628
489,right_shoulder,6,74.60516,744.1703
489,left_elbow,7,NaN,NaN
489,right_elbow,8,NaN,NaN
489,left_wrist,9,NaN,NaN
489,right_wrist,10,NaN,NaN
489,left_hip,11,NaN,NaN
489,right_hip,12,NaN,NaN
489,left_knee,13,NaN,NaN
489,right_knee,14,NaN,NaN
489,left_ankle,15,NaN,NaN
489,right_ankle,16,NaN,NaN
490,nose,0,535.20087,164.35843
490,left_eye,1,640.7817,53.207947
490,right_eye,2,427.22476,53.850708
490,left_ear,3,796.69824,153.72784
490,right_ear,4,287.52844,159.49146
490,left_shoulder,5,1108.2134,712.51117
490,right_shoulder,6,74.14026,743.33606
490,left_elbow,7,NaN,NaN
490,right_elbow,8,NaN,NaN
490,left_wrist,9,NaN,NaN
490,right_wrist,10,NaN,NaN
490,left_hip,11,NaN,NaN
490,right_hip,12,NaN,NaN
490,left_knee,13,NaN,NaN
490,right_knee,14,NaN,NaN
490,left_ankle,15,NaN,NaN
490,right_ankle,16,NaN,NaN
491,nose,0,534.3496,167.33752
491,left_eye,1,643.29083,55.14496
491,right_eye,2,427.9027,52.80066
491,left_ear,3,802.2759,158.43439
491,right_ear,4,289.0593,156.6199
491,left_shoulder,5,1109.0027,719.85144
491,right_shoulder,6,75.80365,747.57166
491,left_elbow,7,NaN,NaN
491,right_elbow,8,NaN,NaN
491,left_wrist,9,NaN,NaN
491,right_wrist,10,NaN,NaN
491,left_hip,11,NaN,NaN
491,right_hip,12,NaN,NaN
491,left_knee,13,NaN,NaN
491,right_knee,14,NaN,NaN
491,left_ankle,15,NaN,NaN
491,right_ankle,16,NaN,NaN
492,nose,0,537.9504,174.3088
492,left_eye,1,646.36395,61.179565
492,right_eye,2,430.56824,57.946716
492,left_ear,3,802.806,162.00363
492,right_ear,4,289.65225,159.0433
492,left_shoulder,5,1108.1123,723.8668
492,right_shoulder,6,76.35364,746.72504
492,left_elbow,7,NaN,NaN
492,right_elbow,8,NaN,NaN
492,left_wrist,9,NaN,NaN
492,right_wrist,10,NaN,NaN
492,left_hip,11,NaN,NaN
492,right_hip,12,NaN,NaN
492,left_knee,13,NaN,NaN
492,right_knee,14,NaN,NaN
492,left_ankle,15,NaN,NaN
492,right_ankle,16,NaN,NaN
493,nose,0,540.35785,173.18277
493,left_eye,1,646.854,65.628235
493,right_eye,2,433.75946,63.761597
493,left_ear,3,803.26074,169.06915
493,right_ear,4,294.06238,169.63007
493,left_shoulder,5,1109.8038,719.62854
493,right_shoulder,6,82.88287,748.885
493,left_elbow,7,NaN,NaN
493,right_elbow,8,NaN,NaN
493,left_wrist,9,NaN,NaN
493,right_wrist,10,NaN,NaN
493,left_hip,11,NaN,NaN
493,right_hip,12,NaN,NaN
493,left_knee,13,NaN,NaN
493,right_knee,14,NaN,NaN
493,left_ankle,15,NaN,NaN
493,right_ankle,16,NaN,NaN
494,nose,0,545.01337,178.35172
494,left_eye,1,648.2022,74.4581
494,right_eye,2,439.00684,74.029724
494,left_ear,3,802.10266,180.46472
494,right_ear,4,301.78934,185.18512
494,left_shoulder,5,1110.7852,725.0394
494,right_shoulder,6,94.17767,754.47186
494,left_elbow,7,NaN,NaN
494,right_elbow,8,NaN,NaN
494,left_wrist,9,NaN,NaN
494,right_wrist,10,NaN,NaN
494,left_hip,11,NaN,NaN
494,right_hip,12,NaN,NaN
494,left_knee,13,NaN,NaN
494,right_knee,14,NaN,NaN
494,left_ankle,15,NaN,NaN
494,right_ankle,16,NaN,NaN
495,nose,0,544.9406,178.84277
495,left_eye,1,647.5181,76.55426
495,right_eye,2,439.1698,76.77042
495,left_ear,3,801.74335,183.56744
495,right_ear,4,302.72293,189.73572
495,left_shoulder,5,1112.3969,724.5071
495,right_shoulder,6,97.30603,754.32965
495,left_elbow,7,NaN,NaN
495,right_elbow,8,NaN,NaN
495,left_wrist,9,NaN,NaN
495,right_wrist,10,NaN,NaN
495,left_hip,11,NaN,NaN
495,right_hip,12,NaN,NaN
495,left_knee,13,NaN,NaN
495,right_knee,14,NaN,NaN
495,left_ankle,15,NaN,NaN
495,right_ankle,16,NaN,NaN
496,nose,0,543.2337,178.10828
496,left_eye,1,644.8421,77.79068
496,right_eye,2,438.63495,78.44809
496,left_ear,3,799.09656,185.41168
496,right_ear,4,303.80795,192.35623
496,left_shoulder,5,1112.2427,724.01807
496,right_shoulder,6,96.99982,754.2251
496,left_elbow,7,NaN,NaN
496,right_elbow,8,NaN,NaN
496,left_wrist,9,NaN,NaN
496,right_wrist,10,NaN,NaN
496,left_hip,11,NaN,NaN
496,right_hip,12,NaN,NaN
496,left_knee,13,NaN,NaN
496,right_knee,14,NaN,NaN
496,left_ankle,15,NaN,NaN
496,right_ankle,16,NaN,NaN
497,nose,0,541.1554,178.7962
497,left_eye,1,643.72437,76.662476
497,right_eye,2,435.47156,76.967834
497,left_ear,3,798.791,182.94571
497,right_ear,4,298.90674,189.32959
497,left_shoulder,5,1111.4365,725.1594
497,right_shoulder,6,94.38898,755.98926
497,left_elbow,7,NaN,NaN
497,right_elbow,8,NaN,NaN
497,left_wrist,9,NaN,NaN
497,right_wrist,10,NaN,NaN
497,left_hip,11,NaN,NaN
497,right_hip,12,NaN,NaN
497,left_knee,13,NaN,NaN
497,right_knee,14,NaN,NaN
497,left_ankle,15,NaN,NaN
497,right_ankle,16,NaN,NaN
498,nose,0,541.97546,177.57812
498,left_eye,1,644.55536,75.268585
498,right_eye,2,436.24142,76.26544
498,left_ear,3,799.8301,181.60944
498,right_ear,4,300.28326,189.25037
498,left_shoulder,5,1111.6996,721.88965
498,right_shoulder,6,95.15613,752.886
498,left_elbow,7,NaN,NaN
498,right_elbow,8,NaN,NaN
498,left_wrist,9,NaN,NaN
498,right_wrist,10,NaN,NaN
498,left_hip,11,NaN,NaN
498,right_hip,12,NaN,NaN
498,left_knee,13,NaN,NaN
498,right_knee,14,NaN,NaN
498,left_ankle,15,NaN,NaN
498,right_ankle,16,NaN,NaN
499,nose,0,541.8759,177.07727
499,left_eye,1,646.01575,72.95972
499,right_eye,2,436.09387,72.19479
499,left_ear,3,801.2386,178.5882
499,right_ear,4,298.5062,182.14008
499,left_shoulder,5,1108.4058,720.37665
499,right_shoulder,6,92.070435,755.3628
499,left_elbow,7,NaN,NaN
499,right_elbow,8,NaN,NaN
499,left_wrist,9,NaN,NaN
499,right_wrist,10,NaN,NaN
499,left_hip,11,NaN,NaN
